ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12944922,JG107480,01/06/2023 07:30:00 PM,004XX N UNION AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1214,012,27,24,06,1171446,1903461,2023,01/13/2023 03:49:35 PM,41.890562901,-87.645817194,"(41.890562901, -87.645817194)"
12943664,JG106045,01/06/2023 01:06:00 AM,078XX S CREGIER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0414,004,8,43,14,1189563,1853395,2023,01/13/2023 03:49:35 PM,41.75276137,-87.580894222,"(41.75276137, -87.580894222)"
12944288,JG106854,01/06/2023 12:00:00 PM,038XX W 68TH PL,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE - GARAGE,false,false,0833,008,13,65,14,1151956,1858906,2023,01/13/2023 03:49:35 PM,41.768704349,-87.718564995,"(41.768704349, -87.718564995)"
12944810,JG107423,01/06/2023 04:00:00 PM,079XX S BLACKSTONE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0411,004,8,45,14,1187542,1852682,2023,01/13/2023 03:49:35 PM,41.750853094,-87.58832288,"(41.750853094, -87.58832288)"
12944234,JG106716,01/06/2023 03:00:00 PM,039XX W MADISON ST,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,SIDEWALK,true,false,1122,011,28,26,18,1150156,1899723,2023,01/13/2023 03:49:35 PM,41.880746913,-87.724102054,"(41.880746913, -87.724102054)"
12947676,JG110705,01/06/2023 04:36:00 PM,017XX N MENARD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,2531,025,29,25,11,1137484,1910923,2023,01/13/2023 03:49:35 PM,41.911718538,-87.770363393,"(41.911718538, -87.770363393)"
12944758,JG107353,01/06/2023 06:00:00 PM,048XX W WABANSIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2533,025,37,25,14,1143804,1910865,2023,01/13/2023 03:49:35 PM,41.911443201,-87.747146805,"(41.911443201, -87.747146805)"
12943838,JG106170,01/06/2023 07:30:00 AM,045XX W NORTH AVE,031A,ROBBERY,ARMED - HANDGUN,BANK,false,false,2533,025,37,23,03,1146066,1910251,2023,01/13/2023 03:49:35 PM,41.909715599,-87.73885249,"(41.909715599, -87.73885249)"
12944537,JG106932,01/06/2023 06:30:00 PM,014XX N DEARBORN ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,DRIVEWAY - RESIDENTIAL,false,false,1824,018,2,8,03,1175667,1909968,2023,01/13/2023 03:49:35 PM,41.908324578,-87.630119933,"(41.908324578, -87.630119933)"
12945411,JG108112,01/06/2023 06:13:00 PM,003XX S MICHIGAN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0113,001,42,32,08A,1177341,1898845,2023,01/13/2023 03:49:35 PM,41.877764698,-87.62430822,"(41.877764698, -87.62430822)"
12945226,JG107062,01/06/2023 07:15:00 PM,011XX W MADISON ST,0810,THEFT,OVER $500,BAR OR TAVERN,false,false,1224,012,25,28,06,1168918,1900194,2023,01/13/2023 03:49:35 PM,41.881653231,-87.65519598,"(41.881653231, -87.65519598)"
12943788,JG106150,01/06/2023 07:04:00 AM,091XX S COMMERCIAL AVE,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,DRUG STORE,false,false,0423,004,10,46,03,1197734,1844871,2023,01/13/2023 03:49:35 PM,41.729170867,-87.551235346,"(41.729170867, -87.551235346)"
12944170,JG106704,01/06/2023 03:50:00 PM,011XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,CTA PLATFORM,true,false,0123,001,4,32,11,1176517,1895340,2023,01/13/2023 03:49:35 PM,41.868165405,-87.62743954,"(41.868165405, -87.62743954)"
12945075,JG107208,01/06/2023 09:30:00 PM,064XX S YALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0722,007,20,68,07,1175611,1862304,2023,01/13/2023 03:49:35 PM,41.777532148,-87.63175594,"(41.777532148, -87.63175594)"
12946060,JG108890,01/06/2023 11:00:00 AM,087XX S WABASH AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0632,006,9,44,08A,1178242,1846965,2023,01/13/2023 03:49:35 PM,41.735380886,-87.622575326,"(41.735380886, -87.622575326)"
12944914,JG107194,01/06/2023 09:40:00 AM,027XX W WASHINGTON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1222,012,27,27,07,1158038,1900569,2023,01/13/2023 03:49:35 PM,41.882911231,-87.695136781,"(41.882911231, -87.695136781)"
27288,JG106719,01/06/2023 04:41:00 PM,006XX S INDEPENDENCE BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,false,false,1133,011,24,27,01A,1151362,1897011,2023,01/13/2023 03:49:35 PM,41.87328131,-87.71974488,"(41.87328131, -87.71974488)"
12944205,JG106742,01/06/2023 03:48:00 PM,047XX N DOVER ST,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,true,false,1913,019,46,3,18,1165725,1931664,2023,01/13/2023 03:49:35 PM,41.968077375,-87.666021246,"(41.968077375, -87.666021246)"
12943852,JG106101,01/06/2023 01:15:00 AM,052XX N LAKEWOOD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,false,false,2013,020,48,77,11,1166692,1934978,2023,01/13/2023 03:49:35 PM,41.977150378,-87.662370234,"(41.977150378, -87.662370234)"
12944546,JG107094,01/06/2023 09:10:00 PM,048XX N PAULINA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2032,020,47,3,08B,1164352,1932343,2023,01/13/2023 03:49:35 PM,41.969969811,-87.671050356,"(41.969969811, -87.671050356)"
12946172,JG108775,01/06/2023 12:00:00 AM,053XX S HYDE PARK BLVD,0620,BURGLARY,UNLAWFUL ENTRY,OTHER (SPECIFY),false,false,0234,002,5,41,05,1188557,1870261,2023,01/13/2023 03:49:35 PM,41.799067121,-87.584042227,"(41.799067121, -87.584042227)"
12949341,JG112688,01/05/2023 05:35:00 PM,080XX S BLACKSTONE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0411,004,8,45,08A,1187560,1851985,2023,01/13/2023 03:46:56 PM,41.748940031,-87.588279038,"(41.748940031, -87.588279038)"
12945032,JG107638,01/06/2023 09:00:00 PM,066XX S WOOD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),false,false,0725,007,15,67,14,1165486,1860564,2023,01/13/2023 03:49:35 PM,41.772978038,-87.668923537,"(41.772978038, -87.668923537)"
12944452,JG106830,01/06/2023 02:44:00 PM,011XX S CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0123,001,4,32,06,1175696,1895352,2023,01/13/2023 03:49:35 PM,41.86821682,-87.6304532,"(41.86821682, -87.6304532)"
12943656,JG106059,01/06/2023 02:30:00 AM,036XX N LARAMIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1634,016,30,15,14,1141056,1923523,2023,01/13/2023 03:49:35 PM,41.946229154,-87.756929594,"(41.946229154, -87.756929594)"
12944412,JG107004,01/06/2023 05:00:00 PM,015XX N HALSTED ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1822,018,2,8,06,1170738,1910138,2023,01/13/2023 03:49:35 PM,41.908900526,-87.648221468,"(41.908900526, -87.648221468)"
12943631,JG106052,01/06/2023 02:00:00 AM,016XX W MADISON ST,0560,ASSAULT,SIMPLE,CHA HALLWAY / STAIRWELL / ELEVATOR,true,true,1224,012,27,28,08A,1165476,1900090,2023,01/13/2023 03:49:35 PM,41.881441785,-87.667837814,"(41.881441785, -87.667837814)"
12944306,JG106729,01/06/2023 08:45:00 AM,044XX N WOLCOTT AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1912,019,47,4,05,1163021,1929519,2023,01/13/2023 03:49:35 PM,41.962248762,-87.676024148,"(41.962248762, -87.676024148)"
12944030,JG106204,01/06/2023 08:19:00 AM,047XX W MADISON ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,false,false,1113,011,28,25,04B,1144700,1899599,2023,01/13/2023 03:49:35 PM,41.880511176,-87.744139376,"(41.880511176, -87.744139376)"
12948971,JG112154,01/06/2023 05:00:00 PM,117XX S WESTERN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,2212,022,19,75,05,1162506,1826705,2023,01/13/2023 03:49:35 PM,41.680126153,-87.680788404,"(41.680126153, -87.680788404)"
12944520,JG107063,01/06/2023 08:20:00 PM,052XX S RACINE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0934,009,20,61,14,1169213,1870056,2023,01/13/2023 03:49:35 PM,41.798945386,-87.654986779,"(41.798945386, -87.654986779)"
12944584,JG107018,01/06/2023 07:17:00 PM,069XX S PRAIRIE AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0322,003,6,69,03,1179245,1858866,2023,01/13/2023 03:49:35 PM,41.768015792,-87.618538529,"(41.768015792, -87.618538529)"
12944114,JG106309,01/06/2023 10:15:00 AM,045XX N CLARENDON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1914,019,46,3,08B,1170091,1930547,2023,01/13/2023 03:49:35 PM,41.96491786,-87.650000625,"(41.96491786, -87.650000625)"
12943689,JG106092,01/06/2023 04:36:00 AM,030XX W PERSHING RD,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,false,false,0911,009,12,58,26,1156744,1878607,2023,01/13/2023 03:49:35 PM,41.822671373,-87.700482773,"(41.822671373, -87.700482773)"
12943885,JG106248,01/06/2023 04:00:00 AM,086XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0632,006,8,44,14,1183068,1847963,2023,01/13/2023 03:49:35 PM,41.738008783,-87.604863987,"(41.738008783, -87.604863987)"
12947769,JG110803,01/06/2023 04:00:00 AM,055XX S WELLS ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,false,false,0711,007,3,68,07,1175550,1868337,2023,01/13/2023 03:49:35 PM,41.794088699,-87.631799109,"(41.794088699, -87.631799109)"
12944598,JG107136,01/06/2023 10:52:00 PM,005XX N LAWNDALE AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,true,false,1122,011,27,23,18,1151626,1903300,2023,01/13/2023 03:49:35 PM,41.890533814,-87.718610207,"(41.890533814, -87.718610207)"
12944071,JG106530,01/06/2023 01:15:00 PM,013XX S SPRINGFIELD AVE,2026,NARCOTICS,POSSESS - PCP,ALLEY,true,false,1011,010,24,29,18,1150595,1893451,2023,01/13/2023 03:49:35 PM,41.863527271,-87.722653917,"(41.863527271, -87.722653917)"
12943971,JG106459,01/06/2023 12:08:00 PM,001XX N COLUMBUS DR,0460,BATTERY,SIMPLE,CTA BUS,false,false,0114,001,42,32,08B,1178315,1901445,2023,01/13/2023 03:49:35 PM,41.884877099,-87.620652707,"(41.884877099, -87.620652707)"
12944625,JG107176,01/06/2023 10:00:00 PM,083XX S BRANDON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0424,004,10,46,08B,1198927,1850440,2023,01/13/2023 03:49:35 PM,41.744422794,-87.546678721,"(41.744422794, -87.546678721)"
12943624,JG106013,01/06/2023 12:13:00 AM,051XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0935,009,20,61,08B,1171836,1870955,2023,01/13/2023 03:49:35 PM,41.801355133,-87.645341277,"(41.801355133, -87.645341277)"
12943590,JG105979,01/06/2023 12:05:00 AM,068XX S WINCHESTER AVE,0810,THEFT,OVER $500,RESIDENCE,false,true,0726,007,17,67,06,1164534,1859405,2023,01/13/2023 03:49:35 PM,41.769817715,-87.672445985,"(41.769817715, -87.672445985)"
12943739,JG106121,01/06/2023 05:20:00 AM,065XX S WOLCOTT AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,true,true,0726,007,15,67,04B,1164813,1861210,2023,01/13/2023 03:49:35 PM,41.774764989,-87.671372364,"(41.774764989, -87.671372364)"
12945761,JG106538,01/06/2023 01:30:00 PM,003XX W CERMAK RD,0860,THEFT,RETAIL THEFT,DRUG STORE,false,false,0914,009,25,34,06,1174359,1889753,2023,01/13/2023 03:49:35 PM,41.852882701,-87.635528609,"(41.852882701, -87.635528609)"
12944383,JG106882,01/06/2023 05:59:00 PM,033XX W FULTON BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,1123,011,28,27,06,1154108,1901802,2023,01/13/2023 03:49:35 PM,41.886373999,-87.709535057,"(41.886373999, -87.709535057)"
12943903,JG106304,01/06/2023 09:35:00 AM,0000X W TERMINAL ST,0560,ASSAULT,SIMPLE,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,true,false,1653,016,41,76,08A,1101811,1934419,2023,01/13/2023 03:49:35 PM,41.976762981,-87.900983721,"(41.976762981, -87.900983721)"
12943692,JG106050,01/06/2023 02:00:00 AM,075XX S COLES AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,0421,004,7,43,08A,1195747,1855863,2023,01/13/2023 03:49:35 PM,41.7593831,-87.558151334,"(41.7593831, -87.558151334)"
12944569,JG107072,01/06/2023 08:58:00 PM,005XX N KEDZIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1121,011,27,23,08B,1154947,1903445,2023,01/13/2023 03:49:35 PM,41.890865773,-87.706409952,"(41.890865773, -87.706409952)"
12944241,JG106699,01/06/2023 03:48:00 PM,025XX W PETERSON AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,false,false,2011,020,40,2,03,1158337,1939771,2023,01/13/2023 03:49:35 PM,41.990478048,-87.692963561,"(41.990478048, -87.692963561)"
12944280,JG106806,01/06/2023 04:45:00 PM,009XX W 95TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,false,false,2223,022,21,73,04A,1171904,1841828,2023,01/13/2023 03:49:35 PM,41.721425522,-87.645945473,"(41.721425522, -87.645945473)"
12944668,JG107167,01/06/2023 09:30:00 PM,018XX W LAKE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,true,1223,012,27,28,08B,1164186,1901425,2023,01/13/2023 03:49:35 PM,41.885132485,-87.672536883,"(41.885132485, -87.672536883)"
12944999,JG107592,01/06/2023 06:00:00 PM,049XX S THROOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,true,0933,009,20,61,08B,1168488,1872254,2023,01/13/2023 03:49:35 PM,41.804992614,-87.657582146,"(41.804992614, -87.657582146)"
12944177,JG106543,01/06/2023 01:20:00 PM,025XX S ALBANY AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,false,false,1033,010,12,30,04B,1156104,1886871,2023,01/13/2023 03:49:35 PM,41.845361703,-87.702608078,"(41.845361703, -87.702608078)"
12944866,JG107439,01/06/2023 09:30:00 PM,037XX N SACRAMENTO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1733,017,33,16,14,1155719,1924755,2023,01/13/2023 03:49:35 PM,41.949326613,-87.702999532,"(41.949326613, -87.702999532)"
12944341,JG106847,01/06/2023 09:00:00 AM,027XX W HIRSCH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,1423,014,26,24,06,1157978,1909199,2023,01/13/2023 03:49:35 PM,41.906593937,-87.69512138,"(41.906593937, -87.69512138)"
12944575,JG107099,01/06/2023 12:15:00 PM,011XX S JEFFERSON ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0124,001,25,28,06,1172495,1895190,2023,01/13/2023 03:49:35 PM,41.867843601,-87.642209396,"(41.867843601, -87.642209396)"
12944507,JG106964,01/06/2023 06:02:00 PM,006XX N LOCKWOOD AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,false,true,1524,015,37,25,26,1140912,1903799,2023,01/13/2023 03:49:35 PM,41.892107017,-87.757945328,"(41.892107017, -87.757945328)"
12945320,JG107793,01/06/2023 05:45:00 PM,017XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,OTHER (SPECIFY),false,false,1931,019,32,7,06,1164222,1915991,2023,01/13/2023 03:49:35 PM,41.92510186,-87.671992307,"(41.92510186, -87.671992307)"
12939363,JG101213,01/01/2023 11:25:00 PM,007XX E MARQUETTE RD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,0321,003,20,42,15,1182167,1861409,2023,01/08/2023 03:47:29 PM,41.774926896,-87.607749512,"(41.774926896, -87.607749512)"
12939374,JG101229,01/01/2023 09:17:00 PM,061XX S OAK PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0812,008,23,64,08B,1132141,1863049,2023,01/08/2023 03:47:29 PM,41.78043924,-87.791102744,"(41.78043924, -87.791102744)"
12939367,JG101260,01/01/2023 11:49:00 PM,021XX S MICHIGAN AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,true,false,0131,001,3,33,26,1177542,1890076,2023,01/08/2023 03:47:29 PM,41.853697461,-87.623836308,"(41.853697461, -87.623836308)"
12939373,JG100270,01/01/2023 12:15:00 AM,002XX E HURON ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,false,false,1834,018,42,8,08B,1178046,1905133,2023,01/08/2023 03:47:29 PM,41.895003278,-87.62152816,"(41.895003278, -87.62152816)"
12941297,JG102476,01/01/2023 09:20:00 PM,042XX W Fullerton Ave,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,2524,025,31,20,06,,,2023,01/08/2023 03:47:29 PM,,,
12945179,JG107851,01/06/2023 10:00:00 PM,011XX W 17TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1235,012,25,31,14,1169111,1891898,2023,01/13/2023 03:49:35 PM,41.858884176,-87.654728116,"(41.858884176, -87.654728116)"
12943773,JG106125,01/06/2023 06:10:00 AM,013XX S FAIRFIELD AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1023,010,28,29,08A,1158247,1893603,2023,01/13/2023 03:49:35 PM,41.863791576,-87.694559683,"(41.863791576, -87.694559683)"
12944195,JG106738,01/06/2023 03:32:00 PM,050XX S CALIFORNIA AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,VEHICLE NON-COMMERCIAL,true,false,0923,009,14,63,18,1158557,1871175,2023,01/13/2023 03:49:35 PM,41.802240183,-87.694034418,"(41.802240183, -87.694034418)"
12949058,JG112423,01/05/2023 10:00:00 PM,045XX S ARCHER AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0821,008,14,58,06,1154277,1874252,2023,01/13/2023 03:46:56 PM,41.810770179,-87.709649208,"(41.810770179, -87.709649208)"
12944376,JG106903,01/06/2023 05:30:00 PM,048XX N KEDZIE AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SMALL RETAIL STORE,false,false,1713,017,33,14,03,1154171,1931967,2023,01/13/2023 03:49:35 PM,41.969147905,-87.70849647,"(41.969147905, -87.70849647)"
12944008,JG106455,01/06/2023 10:39:00 AM,109XX S RACINE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2234,022,34,75,14,1170281,1832066,2023,01/13/2023 03:49:35 PM,41.694672499,-87.652173053,"(41.694672499, -87.652173053)"
12944404,JG106684,01/06/2023 03:00:00 PM,006XX N ASHLAND AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,GAS STATION,false,false,1215,012,1,24,03,1165609,1904556,2023,01/13/2023 03:49:35 PM,41.893693999,-87.667222147,"(41.893693999, -87.667222147)"
12947144,JG110202,01/06/2023 04:00:00 PM,030XX N NEW ENGLAND AVE,0810,THEFT,OVER $500,STREET,false,false,2511,025,36,18,06,1129895,1919352,2023,01/13/2023 03:49:35 PM,41.934982072,-87.798050293,"(41.934982072, -87.798050293)"
12944737,JG107166,01/06/2023 11:11:00 PM,065XX S NORMAL BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0722,007,20,68,14,1174217,1861596,2023,01/13/2023 03:49:35 PM,41.775620411,-87.636887349,"(41.775620411, -87.636887349)"
12944436,JG106926,01/06/2023 06:15:00 PM,029XX S DEARBORN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA PARKING LOT / GROUNDS,false,true,0133,001,3,35,08B,1176173,1885746,2023,01/13/2023 03:49:35 PM,41.841846553,-87.628991335,"(41.841846553, -87.628991335)"
12944666,JG107172,01/06/2023 11:30:00 PM,034XX W 13TH PL,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE - YARD (FRONT / BACK),false,true,1021,010,24,29,26,1153636,1893691,2023,01/13/2023 03:49:35 PM,41.864125956,-87.711484161,"(41.864125956, -87.711484161)"
12944613,JG107101,01/06/2023 03:40:00 PM,016XX E HYDE PARK BLVD,0810,THEFT,OVER $500,STREET,false,false,0222,002,5,39,06,1188261,1871514,2023,01/13/2023 03:49:35 PM,41.802512515,-87.585087711,"(41.802512515, -87.585087711)"
12944055,JG106506,01/06/2023 12:09:00 PM,040XX W MADISON ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1115,011,28,26,06,1149379,1899704,2023,01/13/2023 03:49:35 PM,41.880709875,-87.72695565,"(41.880709875, -87.72695565)"
12944314,JG106801,01/06/2023 05:03:00 PM,098XX S WENTWORTH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,0511,005,9,49,15,1176682,1839396,2023,01/13/2023 03:49:35 PM,41.714645761,-87.628517558,"(41.714645761, -87.628517558)"
12943997,JG106424,01/06/2023 11:30:00 AM,046XX W DIVERSEY AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,2521,025,31,20,06,1144951,1918212,2023,01/13/2023 03:49:35 PM,41.931582515,-87.742747165,"(41.931582515, -87.742747165)"
12943679,JG106071,01/06/2023 03:17:00 AM,052XX S KIMBARK AVE,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,SIDEWALK,false,false,0234,002,4,41,03,1185550,1870831,2023,01/13/2023 03:49:35 PM,41.800702642,-87.595051485,"(41.800702642, -87.595051485)"
12949466,JG104889,01/04/2023 09:00:00 PM,064XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0312,003,20,69,08B,1180028,1862378,2023,01/13/2023 03:46:56 PM,41.777635185,-87.615561058,"(41.777635185, -87.615561058)"
12944604,JG107158,01/06/2023 11:09:00 PM,081XX S RACINE AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,0613,006,21,71,24,1169735,1850892,2023,01/13/2023 03:49:35 PM,41.74634568,-87.653627921,"(41.74634568, -87.653627921)"
12950782,JG107095,01/06/2023 03:25:00 PM,022XX N NATCHEZ AVE,0620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,2512,025,29,19,05,1132715,1914218,2023,01/15/2023 03:45:17 PM,41.920844986,-87.787806556,"(41.920844986, -87.787806556)"
12944123,JG106399,01/06/2023 11:00:00 AM,116XX S ELIZABETH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0524,005,34,53,14,1170084,1827688,2023,01/13/2023 03:49:35 PM,41.682662824,-87.653020916,"(41.682662824, -87.653020916)"
12944110,JG106582,01/06/2023 05:00:00 AM,027XX N SAWYER AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,false,true,1412,014,35,22,04B,1154236,1918233,2023,01/13/2023 03:49:35 PM,41.931459565,-87.708625556,"(41.931459565, -87.708625556)"
